,registry_id,fac_name,fac_lat,fac_long,fac_percent_minority,fac_pop_den,fac_days_last_inspection,fac_curr_compliance_status,fac_curr_snc_flg,tri_releases_transfers,fac_map_flg
247,110000315454,TTM PRINTED CIRCUIT GROUP INC.,41.993952,-72.261569,5.145,162.58,797.0,No Violation,N,178208.0,Y
248,110000315463,3M PURIFICATION,41.9496,-72.3034,7.246,331.85,186.0,No Violation,N,13931.0,Y
249,110000315542,SCAPA NORTH AMERICA,41.87738,-72.715517,44.832,563.03,66.0,No Violation,N,58056.0,Y
250,110000315551,STANADYNE CORPORATION,41.819351,-72.653469,76.259,1920.33,1027.0,No Violation,N,1.0,Y
251,110000315560,TAYLOR & FENN CO,41.81766,-72.6552,78.237,2064.67,492.0,No Violation,N,1588.0,Y
252,110000315588,UTC AEROSPACE SYSTEMS,41.922761,-72.693685,22.15,696.69,12.0,In Violation,Y,35020.0,Y
253,110000315604,HOWMET CASTINGS & SERVICES INC.,41.953564,-73.049099,9.366,342.9,3555.0,No Violation,N,40146.0,Y
254,110000315631,DUR-A-FLEX,41.790296999999995,-72.625348,69.965,2187.02,1626.0,No Violation,N,4655.0,Y
255,110000315720,SAPUTO DAIRY FOODS USA - NEWINGTON,41.70258,-72.74996,37.711999999999996,3269.32,166.0,In Violation,N,28311.0,Y
256,110000315739,KEENEY MFG CO,41.69596,-72.72283,31.483,2979.87,150.0,No Violation,N,75793.0,Y
257,110000315784,GENERAL CABLE INDUSTRIES,41.723037,-72.239424,41.047,932.72,3294.0,In Violation,N,142433.0,Y
258,110000315819,ROGERS CORPORATION-WOODSTOCK,41.98372,-71.97631,2.9139999999999997,135.72,1245.0,In Violation,N,23815.0,Y
259,110000315837,DIMENSION POLYANT SAILCLOTH,41.894766,-71.887754,7.912999999999999,435.71,739.0,No Violation,N,15250.0,Y
260,110000315926,GRISWOLD LLC,41.714,-71.87899999999999,8.884,380.24,1356.0,No Violation,N,601.0,Y
261,110000315953,FREEPORT-MCMORAN COPPER ROD PLANT,41.552620000000005,-72.11197,33.233000000000004,973.35,416.0,No Violation,N,390218.0,Y
262,110000315980,DAVIS-STANDARD LLC,41.366279999999996,-71.86501,9.175,920.51,369.0,No Violation,N,17251.0,Y
263,110000316006,NRG MONTVILLE POWER STATION,41.427387,-72.102263,22.361,748.98,417.0,In Violation,N,156.0,Y
264,110000316079,TURBINE COMPONENTS CORPORATION,41.29883,-72.78256,9.269,1017.82,472.0,No Violation,N,13204.0,Y
265,110000316104,PURIFICATION TECHNOLOGIES INC,41.38555,-72.50882,5.821000000000001,174.44,1558.0,No Violation,N,1250.0,Y
267,110000316186,ALGONQUIN INDUSTRIES,41.2836,-72.66271,6.847,643.31,403.0,No Violation,N,1185066.0,Y
268,110000316211,3M PURIFICATION,41.515,-72.76331,42.011,1862.83,482.0,No Violation,N,202262.0,Y
270,110000316248,TRADEBE TREATMENT & RECYCLING,41.553554,-72.793014,43.101000000000006,1987.48,30.0,In Violation,N,755.0,Y
271,110000316266,NRG MIDDLETOWN POWER STATION,41.554782,-72.58358,19.799,475.44,424.0,In Violation,Y,10057.0,Y
272,110000316275,MOHAWK MANUFACTURING CO,41.59454,-72.67665,23.866,1609.93,3048.0,No Violation,N,36655.0,Y
273,110000316284,HABASIT ABT,41.587737,-72.71465400000001,21.193,1148.29,2973.0,In Violation,N,18756.0,Y
274,110000316293,BIC LIGHTER MANUFACTURING PLANT,41.221247999999996,-73.101493,19.238,2642.22,514.0,No Violation,N,502.0,Y
275,110000316300,CAAP CO INC,41.230990000000006,-73.01975,12.917,2328.88,1276.0,No Violation,N,3540.0,Y
276,110000316337,SCHICK MANUFACTURING INC.,41.231882,-73.041754,13.617,1984.52,215.0,No Violation,N,164714.0,Y
277,110000316391,ULBRICH WIRE INC,41.41865,-72.84637,14.472999999999999,1389.99,1301.0,No Violation,N,62184.0,Y
278,110000316417,COVIDIEN SURGICAL DEVICES,41.3383,-72.8701,46.233000000000004,2988.53,383.0,No Violation,N,99992.0,Y
279,110000316499,SUPREME-LAKE MFG. INC.,41.57844,-72.89661,7.707000000000001,1205.2,110.0,In Violation,N,1185897.0,Y
280,110000316523,MARMON UTILITY LLC,41.396770000000004,-73.06594,13.258,891.44,503.0,In Violation,N,1473618.0,Y
281,110000316569,ROMATIC MANUFACTURING CO INC,41.45446,-73.24283,7.541,624.45,538.0,No Violation,N,9984.0,Y
282,110000316603,NORTHEASTERN SHAPED WIRE INC,41.61118,-72.8751,8.305,1354.89,467.0,No Violation,N,7258.0,Y
284,110000316630,BYK  - CHEMIE  USA,41.4422,-72.83495,14.347000000000001,1355.77,628.0,No Violation,N,185111.0,Y
285,110000316649,NUCOR STEEL CONNECTICUT INC.,41.429567999999996,-72.84225500000001,14.91,1387.85,102.0,No Violation,N,273066.0,Y
286,110000316667,AMETEK SPECIALTY METAL PRODUCTS,41.429084,-72.840289,14.453,1422.49,12.0,No Violation,N,349564.0,Y
287,110000316701,HAMPFORD RESEARCH,41.198159999999994,-73.12095,46.373000000000005,3952.98,417.0,No Violation,N,215375.0,Y
288,110000316738,SARTOMER COMPANY,41.175259999999994,-73.14963,69.169,5887.74,109.0,No Violation,N,21130.0,Y
289,110000316774,H KREVIT & CO WATER TREATMENT CHEMICALS,41.326389,-72.895556,60.317,5270.42,12.0,No Violation,N,160.0,Y
290,110000316809,CURRENT INC,41.273139,-72.87070200000001,37.585,3152.77,1313.0,No Violation,N,3478.0,Y
291,110000316836,VON ROLL USA INC NEW HAVEN,41.30401,-72.89865,63.263999999999996,5765.14,663.0,No Violation,N,4158.0,Y
292,110000316854,TRELLEBORG COATED SYSTEMS US INC-DBA URETEK,41.30062,-72.88904000000001,59.168,5112.01,40.0,No Violation,N,89367.0,Y
293,110000316881,PORCE-LEN INC,41.34495,-72.92406,58.713,4815.56,158.0,In Violation,N,1974.0,Y
294,110000316890,SUPERIOR PRINTING INK CO INC,41.40298,-72.9147,21.795,1430.93,2999.0,No Violation,N,3717.0,Y
295,110000316907,DEITSCH PLASTIC CO INC,41.2859,-72.97806,54.978,3997.88,663.0,No Violation,N,5064.0,Y
296,110000316916,ENTHONE INC.,41.265240000000006,-72.97846,42.145,3456.21,381.0,In Violation,N,5778.0,Y
297,110000316925,SEABOARD METAL FINISHING COMPANY,41.2902,-72.97898,56.523999999999994,4066.92,851.0,In Violation,N,8192.0,Y
298,110000316970,SIKORSKY AIRCRAFT MAIN PLANT,41.2484,-73.09765,15.324000000000002,1514.46,55.0,In Violation,N,77317.0,Y
299,110000316989,PSEG POWER CONNECTICUT LLC,41.17067,-73.18408000000001,73.648,7720.56,374.0,No Violation,N,9917.0,Y
300,110000317069,TRADEBE TREATMENT & RECYCLING,41.186485,-73.15915600000001,70.226,6511.82,382.0,In Violation,N,605.0,Y
301,110000317103,WATERBURY SCREW MACHINE PRODUCTS,41.566627000000004,-73.055022,52.79,3568.98,2462.0,No Violation,N,482532.0,Y
302,110000317112,LUVATA,41.593458,-73.055978,50.027,2433.56,1579.0,No Violation,N,524903.0,Y
303,110000317121,AMERICAN ELECTRO PRODUCTS,41.585173,-73.048795,53.281000000000006,2895.19,611.0,No Violation,N,26634.0,Y
304,110000317130,SEIDEL INC.,41.593804999999996,-73.055493,45.781000000000006,2130.58,159.0,In Violation,Y,33209.0,Y
305,110000317194,HUBBARD-HALL,41.530696999999996,-73.043412,47.73,3455.05,137.0,No Violation,N,4486.0,Y
306,110000317210,MIRROR POLISHING & PLATING CO INC,41.576302,-73.05971,53.376000000000005,3129.27,11.0,No Violation,N,15524.0,Y
307,110000317265,ITW HIGHLAND,41.572993,-73.00301999999999,54.652,3181.81,3792.0,No Violation,N,294125.0,Y
308,110000317309,EYELET CRAFTERS INC,41.516641,-73.046448,38.007,2692.0,3000.0,No Violation,N,39906.0,Y
309,110000317327,DONHAM CRAFT,41.50577,-73.02449,31.045,2324.19,580.0,No Violation,N,59116.0,Y
310,110000317425,DRAWN METAL TUBE CO,41.67096,-73.07411,4.737,493.8,66.0,No Violation,N,15644.0,Y
311,110000317434,QUALITY ROLLING AND DEBURRING,41.669447999999996,-73.077663,4.832,531.58,474.0,In Violation,N,174420.0,Y
312,110000317443,SUMMIT CORP OF AMERICA,41.623153,-73.064553,23.487,726.43,166.0,In Violation,N,38806.0,Y
313,110000317452,STEWART EFI CT LLC,41.651006,-73.078163,5.226,426.33,2782.0,No Violation,N,619947.0,Y
314,110000317531,ACCELLENT ENDOSCOPY,41.61287,-73.0894,23.049,1109.47,7901.0,No Violation,N,26757.0,Y
315,110000317577,SANDVIK WIRE AND HEATING TECHNOLOGY,41.38409,-73.4186,43.464,2365.85,780.0,No Violation,N,195313.0,Y
316,110000317595,PHARMCO PRODUCTS,41.434059999999995,-73.39916,21.616999999999997,1236.53,1347.0,No Violation,N,1974.0,Y
318,110000317684,BARDEN CORP,41.380634,-73.468506,47.553000000000004,2375.35,362.0,In Violation,N,5534.0,Y
319,110000317693,HICKS & OTIS PRINTS INC,41.120176,-73.417345,43.192,3443.6,921.0,No Violation,N,760.0,Y
320,110000317700,SPARTECH POLYCAST INC.,41.037757,-73.547578,49.733000000000004,6044.89,515.0,In Violation,N,5783.0,Y
323,110000317853,KENRICH PETROCHEMICALS INC,40.657559,-74.107129,57.57899999999999,10202.61,551.0,No Violation,N,1236.0,Y
325,110000317899,GENERAL PLASTICS INC,40.77837,-74.19162,77.452,13756.73,1098.0,No Violation,N,2426.0,Y
327,110000317979,CONSTANT SERVICES INC,40.87184,-74.31854,21.494,1372.67,369.0,No Violation,N,2004.0,Y
328,110000318013,BP PRODUCTS NORTH AMERICA INC CARTERET TERMINAL,40.587355,-74.226067,52.882,3017.66,397.0,No Violation,N,68398.0,Y
330,110000318059,OXFORD INSTRUMENTS,40.59053,-74.2479,54.778,4000.57,900.0,No Violation,N,313822.0,Y
331,110000318077,LAMART CORP,40.889432,-74.160195,70.135,11772.47,299.0,No Violation,N,75001.0,Y
332,110000318086,SAFAS CORP,40.87918,-74.12225,57.31100000000001,11331.6,164.0,No Violation,N,577.0,Y
333,110000318193,SWEPCO TUBE LLC,40.86209,-74.14279,52.849,9880.78,1286.0,No Violation,N,56433.0,Y
336,110000318362,MARZAHL CHEMICAL CO,40.733333,-74.1,77.792,9564.54,201.0,No Violation,N,0.0,Y
340,110000318521,PARAMOUNT METAL FINISHING,40.619973,-74.263704,54.831,4938.06,401.0,In Violation,N,35626.0,Y
341,110000318549,SAFETY KLEEN LINDEN RECYCLE CENTER,40.614135,-74.252579,56.644,4811.3,96.0,In Violation,Y,2686717.0,Y
343,110000318601,WR GRACE & CO INC CONSTRUCTION PRODUCTS DIV,40.811223,-74.01684300000001,55.943999999999996,18635.48,2196.0,No Violation,N,7.0,Y
344,110000318656,METEM CORP,40.846016,-74.424114,35.208,1861.44,614.0,No Violation,N,835566.0,Y
346,110000318763,API FOILS INC.,40.593631,-74.28634100000001,45.842,4851.48,145.0,In Violation,N,33492.0,Y
347,110000318772,ELECTRUM RECOVERY WORKS INC,40.59616,-74.27639,46.141999999999996,4928.88,1172.0,No Violation,N,158650.0,Y
348,110000318790,KARNAK CORP,40.632853000000004,-74.313037,30.506999999999998,5184.42,1102.0,In Violation,N,521.0,Y
349,110000318834,POLYURETHANE SPECIALTIES CO.IN C.,40.79907,-74.116276,43.659,5874.1,430.0,No Violation,N,46841.0,Y
350,110000318941,FXI INC,40.82558,-74.088563,37.619,5289.01,349.0,No Violation,N,97.0,Y
351,110000318987,CREST FOAM INDUSTRIES INC,40.837222,-74.048889,53.351000000000006,5183.46,426.0,No Violation,N,54.0,Y
353,110000319094,TEVCO ENTERPRISES INC,40.569117999999996,-74.426345,67.307,3815.73,220.0,In Violation,N,83.0,Y
354,110000319101,VANGUARD RESEARCH INDUSTRIES INC,40.563181,-74.42192800000001,65.634,3526.32,146.0,No Violation,N,53.0,Y
355,110000319129,BIGELOW COMPONENTS CORP,40.683704999999996,-74.318686,28.296999999999997,4248.54,1677.0,No Violation,N,21061.0,Y
356,110000319147,FOREMOST MANUFACTURING CO INC,40.689617,-74.289002,46.768,5616.24,1098.0,No Violation,N,64800.0,Y
357,110000319156,ACUPOWDER INTERNATIONAL LLC,40.682472,-74.242325,76.154,10094.02,416.0,No Violation,N,85001.0,Y
358,110000319165,AMERICAN PRODUCTS CO,40.696594,-74.29799399999999,41.05,4823.82,4968.0,No Violation,N,12.0,Y
360,110000319307,BENJAMIN MOORE & COMPANY NEWARK,40.740278,-74.13305600000001,72.05199999999999,7960.95,366.0,No Violation,N,805.0,Y
361,110000319325,CARDOLITE CORP,40.715833,-74.125833,74.717,8706.28,261.0,No Violation,N,10228.0,Y
362,110000319343,CWC INDUSTRIES INC,40.72716,-74.13197,74.568,8178.12,965.0,No Violation,N,1699.0,Y
363,110000319361,DELTECH RESIN CO,40.711056,-74.140281,72.90899999999999,7613.62,352.0,No Violation,N,85566.0,Y
365,110000319423,ELAN CHEMICAL CO,40.723333000000004,-74.123333,75.523,9204.69,96.0,No Violation,N,24540.0,Y
366,110000319673,NEW JERSEY GALVANIZING & TINNING WORKS,40.701944,-74.189592,84.92,9087.43,1207.0,No Violation,N,677105.0,Y
367,110000319753,BODYCOTE THERMAL PROCESSING,40.653892,-74.280739,45.68600000000001,6406.03,269.0,No Violation,N,0.0,Y
370,110000319799,PHELPS DODGE INDUSTRIES FREEPORT MCMORAN COPPER PRODUCTS,40.63647,-74.20058,76.76100000000001,7327.34,584.0,No Violation,N,765.0,Y
371,110000319806,ELEMENTIS SPECIALTIES,40.715503999999996,-74.08930600000001,76.328,10807.03,740.0,No Violation,N,14835.0,Y
372,110000319833,NICHOLAS GALVANIZING,40.743354,-74.07428900000001,71.061,13371.36,241.0,No Violation,N,284352.0,Y
375,110000319940,ACCURATE FORMING,41.152263,-74.579358,13.849,546.33,430.0,No Violation,N,16356.0,Y
379,110000320206,OKONITE CO INC,40.902606,-74.142064,68.899,11993.79,374.0,No Violation,N,1274605.0,Y
380,110000320304,KIRKER ENTERPRISES INC,40.936287,-74.156929,65.905,8762.45,524.0,No Violation,N,260.0,Y
381,110000320331,ELECTRO CERAMIC INDUSTRIES,40.867896,-74.04369799999999,54.181999999999995,6932.95,571.0,No Violation,N,0.0,Y
383,110000320386,NATUREX INC,40.866421,-74.050087,51.357,6898.96,376.0,In Violation,Y,777062.0,Y
384,110000320395,STEPAN CO MAYWOOD,40.896229999999996,-74.06827,45.082,7242.93,740.0,No Violation,N,285880.0,Y
385,110000320466,HK METALCRAFT MANUFACTURING CORP,40.8841,-74.07374,50.605,8366.67,1158.0,No Violation,N,119209.0,Y
387,110000320518,COLORITE PLASTICS CO,40.825990000000004,-74.01389,61.992,12003.98,843.0,No Violation,N,4800.0,Y
388,110000320527,CALLAHAN CHEMICAL CO,40.862120000000004,-74.031536,58.18600000000001,7018.84,300.0,No Violation,N,13.0,Y
390,110000320625,PRESTONE PRODUCTS CORP,40.242056,-74.24672199999999,31.835,1590.55,1063.0,No Violation,N,452015.0,Y
392,110000320661,TDK-LAMBDA AMERICAS INC.,40.225285,-74.09060600000001,34.126,1320.04,3517.0,No Violation,N,16642.0,Y
393,110000320689,HOWMET CASTINGS & SERVICES - CASTING DIV,40.882599,-74.528213,42.724,2583.2,345.0,No Violation,N,1031797.0,Y
395,110000320796,NATIONAL MANUFACTURING CO INC,40.729209999999995,-74.38145,19.617,2625.19,1663.0,No Violation,N,61562.0,Y
396,110000320803,ISP CHEMICALS LLC,40.73485,-74.37765,19.505,2634.53,255.0,No Violation,N,1859.0,Y
399,110000320876,NOVARTIS SANDOZ,40.811644,-74.386942,18.937,1254.02,437.0,In Violation,Y,2571.0,Y
400,110000320965,RIMTEC CORP,40.068513,-74.883871,49.181000000000004,3086.07,968.0,No Violation,N,0.0,Y
401,110000321081,AMERICAN BILTRITE INC,39.97525,-74.97233,18.292,2368.7,67.0,No Violation,N,15182.0,Y
403,110000321125,JOHNSON MATTHEY,39.81925,-75.2045,20.553,1707.16,494.0,No Violation,N,892520.0,Y
405,110000321198,LUBRIZOL CORP,39.763889,-75.42277800000001,38.875,263.87,963.0,No Violation,N,27553.0,Y
406,110000321250,SIEGFRIED USA LLC,39.629032,-75.533973,7.332000000000001,708.3,80.0,In Violation,N,2357757.0,Y
407,110000321287,INDUCTOTHERM CORP.,40.010321000000005,-74.847239,58.347,1798.89,1251.0,No Violation,N,55124.0,Y
408,110000321296,ACTEGA NORTH AMERICA INC,40.022751,-74.98274599999999,26.153000000000002,4015.1,124.0,No Violation,N,2247.0,Y
409,110000321367,GLACIER GARLOCK BEARINGS LLC,39.829282,-75.196396,21.822,2077.91,510.0,No Violation,N,86531.0,Y
410,110000321394,SAFETY-KLEEN SYSTEMS VINCENTOWN (VIN),39.89375,-74.74502,6.183,373.44,20.0,No Violation,N,52353.0,Y
411,110000321401,AMERICAN FLUX & METAL,39.67047,-74.843393,22.465,311.22,703.0,No Violation,N,692.0,Y
412,110000321438,STATE METAL INDUSTRIES INC,39.933611,-75.128333,53.592,13162.64,338.0,No Violation,N,25489.0,Y
413,110000321474,THE DOW CHEMICAL CO.,39.982667,-75.040611,43.315,4383.25,597.0,No Violation,N,410.0,Y
414,110000321492,ALUMINUM SHAPES LLC,39.986944,-75.044917,45.839,5205.5,459.0,In Violation,Y,12647.0,Y
415,110000321526,B L ENGLAND GENERATING STATION,39.289724,-74.633944,11.717,730.22,409.0,No Violation,N,10156.0,Y
416,110000321535,ALERIS ROLLED PRODUCTS INC,39.666012,-75.09392199999999,32.958,765.07,243.0,No Violation,N,75.0,Y
417,110000321580,NATIONAL REFRIGERANTS INC DEERFIELD FACILITY,39.481713,-75.12246400000001,28.498,187.58,1283.0,No Violation,N,45229.0,Y
419,110000321642,BREEN COLOR CONCENTRATES INC,40.3828,-74.91956,10.559000000000001,370.73,1175.0,No Violation,N,1.0,Y
420,110000321651,FIRMENICH INC,40.331944,-74.619722,46.233000000000004,1818.45,111.0,In Violation,Y,195.0,Y
421,110000321740,TRANE CO,40.24035,-74.72242,61.54,4866.44,135.0,No Violation,N,44094.0,Y
423,110000321786,B-WAY PACKAGING INC,40.271645,-74.707656,33.516,1957.39,103.0,In Violation,N,9828.0,Y
424,110000321795,WEBTECH INC,40.206874,-74.625518,14.29,1292.21,62.0,In Violation,N,2398.0,Y
425,110000321802,GLASSEAL PRODUCTS INC,40.06921,-74.186585,24.506,3438.87,216.0,No Violation,N,2.0,Y
426,110000321811,LAKEWOOD COGENERATION PLANT,40.061211,-74.16790400000001,25.445,2696.11,944.0,No Violation,N,4229.0,Y
427,110000321839,PERMACEL,40.070784,-74.163312,25.340999999999998,2901.39,747.0,No Violation,N,47936.0,Y
428,110000321866,BRADDOCK HEAT TREATING INC.,40.566340000000004,-74.56338000000001,37.969,2092.21,1810.0,No Violation,N,239.0,Y
429,110000321900,MON-ECO INDUSTRIES INC.,40.445995,-74.40369100000001,35.22,3096.19,200.0,No Violation,N,1222.0,Y
430,110000321955,SILGAN CONTAINERS MANUFACTURING CORP,40.538538,-74.386195,54.823,3632.57,227.0,No Violation,N,33250.0,Y
431,110000321964,FERRO CORP,40.536681,-74.401353,54.907,3745.06,436.0,No Violation,N,13.0,Y
432,110000322044,METEX CORP MAIN PLANT TECH PRODUCTS DIV,40.54371,-74.40276999999999,55.963,3617.51,1363.0,No Violation,N,5282.0,Y
433,110000322053,MAGNESIUM ELEKTRON INC,40.500104,-74.96628,6.462999999999999,111.55,255.0,No Violation,N,500.0,Y
434,110000322133,VEOLIA ES TECHNICAL SOLUTIONS,40.560538,-74.520639,44.132,2227.07,19.0,In Violation,Y,49463862.0,Y
435,110000322142,JOHN C DOLPH A VON ROLL CO,40.384465000000006,-74.54885300000001,53.626999999999995,1383.25,607.0,In Violation,Y,17400.0,Y
437,110000322268,ENGLERT METALS CORP,40.539677000000005,-74.272621,58.656000000000006,5635.16,115.0,No Violation,N,507.0,Y
439,110000322339,ATLANTIC STATES CAST IRON PIPE,40.684667,-75.186167,28.138,2575.88,208.0,In Violation,N,320168.0,Y
440,110000322357,CANFIELD TECHNOLOGIES,40.475390000000004,-74.31903,37.693000000000005,2268.29,1269.0,No Violation,N,4336.0,Y
441,110000322455,ROTOR CLIP CO INC,40.538075,-74.522885,47.162,2228.11,473.0,No Violation,N,9600.0,Y
444,110000322516,SCHWEITZER-MAUDUIT INTERNATIONAL INC,40.401944,-74.377222,30.397,2818.98,314.0,No Violation,N,132752.0,Y
445,110000322561,PRIDE SOLVENTS & CHEMICAL CO OF NEW JERSEY,40.59668,-74.25741,50.858000000000004,4536.97,599.0,No Violation,N,3427.0,Y
446,110000322589,BRISTOL MYERS SQUIBB INC,40.469570000000004,-74.438488,58.175,4866.83,297.0,No Violation,N,549696.0,Y
447,110000322614,AKCROS CHEMICALS INC,40.47998,-74.46813,63.004,4831.6,110.0,In Violation,N,293897.0,Y
448,110000322623,CONSOLIDATED EDISON CO OF NEW YORK -EAST RIVER FACILITY,40.7278,-73.9733,44.233000000000004,47828.87,220.0,No Violation,N,37516.0,Y
449,110000322758,DUNMORE CORP,41.384229,-73.578519,24.656999999999996,518.46,990.0,No Violation,N,6946.0,Y
450,110000322838,BASF PEEKSKILL PIGMENT FACILITY,41.272859999999994,-73.93489,46.141999999999996,1790.57,66.0,No Violation,N,264727.0,Y
451,110000322927,MEDI-RAY INC,40.9542,-73.81938000000001,38.13,6478.98,4420.0,No Violation,N,129320.0,Y
452,110000322945,ABSOLUTE COATINGS INC,40.9275,-73.7718,44.763000000000005,6495.01,2567.0,No Violation,N,10.0,Y
453,110000322972,NEXANS ENERGY USA INC,41.362159999999996,-74.27703000000001,28.842,364.08,117.0,In Violation,N,974589.0,Y
454,110000323034,REVERE SMELTING & REFINING CORP,41.460844,-74.35969399999999,53.473,1042.37,51.0,No Violation,N,775607.0,Y
455,110000323043,BALL METAL BEVERAGE CONTAINER CORP,41.46066,-74.36316,54.129,1106.69,72.0,No Violation,N,71633.0,Y
458,110000323230,CHARLES POLETTI POWER PROJECT & 500 MW PLANT,40.790278,-73.911111,70.958,45653.61,174.0,In Violation,N,13723.0,Y
460,110000323301,BELMONT METALS INC,40.67028,-73.89789,88.514,36333.29,1507.0,No Violation,N,79.0,Y
461,110000323310,INDUSTRIAL FINISHING PRODUCTS,40.67478,-73.87619000000001,84.68700000000001,29869.9,376.0,No Violation,N,40.0,Y
462,110000323392,JOSEPH H LOWENSTEIN CO,40.718779999999995,-73.93724,62.328,42165.75,677.0,No Violation,N,3755.0,Y
463,110000323409,BP PRODUCTS NORTH AMERICA - BROOKLYN TERMINAL,40.728109,-73.938198,52.773,45348.37,429.0,In Violation,Y,6911.0,Y
464,110000323427,UNITED METRO ENERGY CORP.,40.73448,-73.94216,49.385,46486.66,185.0,No Violation,N,1012.0,Y
466,110000323784,JOHN HASSALL LLC,40.774512,-73.55116899999999,44.381,4140.29,1537.0,No Violation,N,1510.0,Y
467,110000323793,OERLIKON METCO (US) INC,40.763940000000005,-73.55396,43.17,4558.91,339.0,In Violation,N,172528.0,Y
468,110000323819,AMERICAN ACRYLIC CORP,40.719159999999995,-73.33733000000001,27.901999999999997,5362.21,4094.0,No Violation,N,6792.0,Y
469,110000323873,GASSER & SONS INC.,40.809329999999996,-73.27027,54.161,3020.17,1413.0,No Violation,N,8580.0,Y
470,110000323944,PRIDE SOLVENT & CHEMICAL CO OF NY INC,40.813833,-73.061643,17.983,3104.51,39.0,No Violation,N,7168.0,Y
471,110000323953,RICHARD M FLYNN POWER PLANT,40.815847999999995,-73.0641,17.775,3142.77,369.0,No Violation,N,10667.0,Y
472,110000323971,FOUGERA PHARMACEUTICALS INC,40.77128,-73.41878,25.646,1710.62,6.0,No Violation,N,1389.0,Y
473,110000324006,MILL-MAX MFG CORP.,40.86084,-73.5355,17.132,918.95,681.0,No Violation,N,233386.0,Y
476,110000324113,ADCHEM CORP,40.926097,-72.70982099999999,38.13,660.02,426.0,No Violation,N,9431.0,Y
477,110000324122,CONOCOPHILLIPS CO RIVERHEAD TERMINAL,40.978916999999996,-72.643111,25.816999999999997,384.09,151.0,In Violation,N,1171.0,Y
479,110000324159,NORLITE LLC,42.7555,-73.705667,21.585,3346.69,186.0,In Violation,N,16475.0,Y
480,110000324168,OWENS CORNING,42.583541,-73.867541,9.408999999999999,527.44,39.0,No Violation,N,144334.0,Y
481,110000324177,PSEG POWER BETHLEHEM ENERGY CENTER,42.596111,-73.761667,20.27,767.8,94.0,No Violation,N,1062.0,Y
484,110000324373,AMRI RENSSELAER,42.631528,-73.749778,45.093,3101.12,332.0,No Violation,N,1047937.0,Y
485,110000324382,SI GROUP,42.860644,-74.025053,4.333,166.48,117.0,In Violation,Y,654210.0,Y
486,110000324391,SABIC INNOVATIVE PLASTICS US LLC,42.575416,-73.853563,9.839,482.75,444.0,No Violation,N,1787489.0,Y
